Date&StateName,Date&StateAbbr,Date,StateName,StateAbbr,PositiveTestCumm,NegativeTestCumm,TestAdminCumm,DeathsCumm,NewPosTest,NewNegTest,NewTestAdmin,NewDeaths,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Pop2020,density_p sq mi,UnemplRate2019,UnemplRateFeb2020,UnemplRateMar2020,UnemplMarvs19,UnemplMarvsFeb,MedianAge,StayAtHome_EffDate,NonEssBizClosure_EffDate,SchoolClosure_EffDate,StayAtHome_DaysSinceEff,NonEssBizClosure_DaysSinceEff,SchoolClosure_DaysSinceEff, PositiveTestCummPCT_ofTestAdmin , NegativeTestCummPCT_ofTestAdmin , DeathsCummPCT_ofTestAdmin , StatesLessThan10Deaths , DeathsLessMore10 ,DateReached10Deaths,DaysSince10DeathsCumm
43891Alaska,43891AK,3/1/2020,Alaska,AK,0,0,0,0,0,0,0,0,18,14,6,16,5,-1,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-27,-19,-12, -   , -   , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43892Alaska,43892AK,3/2/2020,Alaska,AK,0,0,0,0,0,0,0,0,6,6,4,6,1,0,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-26,-18,-11, -   , -   , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43893Alaska,43893AK,3/3/2020,Alaska,AK,0,0,0,0,0,0,0,0,11,9,-2,3,3,0,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-25,-17,-10, -   , -   , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43894Alaska,43894AK,3/4/2020,Alaska,AK,0,0,0,0,0,0,0,0,11,8,3,8,3,0,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-24,-16,-9, -   , -   , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43895Alaska,43895AK,3/5/2020,Alaska,AK,0,0,0,0,0,0,0,0,9,7,9,4,2,0,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-23,-15,-8, -   , -   , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43896Alaska,43896AK,3/6/2020,Alaska,AK,0,8,8,0,0,8,8,0,9,4,10,9,0,1,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-22,-14,-7, -   , 1.00 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43897Alaska,43897AK,3/7/2020,Alaska,AK,0,12,12,0,0,4,4,0,12,10,17,9,3,-1,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-21,-13,-6, -   , 1.00 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43898Alaska,43898AK,3/8/2020,Alaska,AK,0,14,14,0,0,2,2,0,13,8,34,9,2,-1,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-20,-12,-5, -   , 1.00 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43899Alaska,43899AK,3/9/2020,Alaska,AK,0,23,23,0,0,9,9,0,7,4,14,3,-10,2,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-19,-11,-4, -   , 1.00 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43900Alaska,43900AK,3/10/2020,Alaska,AK,0,23,23,0,0,0,0,0,13,6,11,2,-7,2,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-18,-10,-3, -   , 1.00 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43901Alaska,43901AK,3/11/2020,Alaska,AK,0,46,46,0,0,23,23,0,12,9,16,3,-8,2,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-17,-9,-2, -   , 1.00 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43902Alaska,43902AK,3/12/2020,Alaska,AK,0,46,46,0,0,0,0,0,12,19,21,-1,-9,2,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-16,-8,-1, -   , 1.00 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43903Alaska,43903AK,3/13/2020,Alaska,AK,1,59,60,0,1,13,14,0,7,19,16,0,-10,3,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-15,-7,0, 0.02 , 0.98 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43904Alaska,43904AK,3/14/2020,Alaska,AK,1,143,144,0,0,84,84,0,0,19,37,1,-1,1,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-14,-6,1, 0.01 , 0.99 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43905Alaska,43905AK,3/15/2020,Alaska,AK,1,143,144,0,0,0,0,0,5,14,58,7,-1,0,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-13,-5,2, 0.01 , 0.99 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43906Alaska,43906AK,3/16/2020,Alaska,AK,1,143,144,0,0,0,0,0,1,20,29,-6,-12,4,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-12,-4,3, 0.01 , 0.99 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43907Alaska,43907AK,3/17/2020,Alaska,AK,3,334,337,0,2,191,193,0,-14,8,12,-12,-15,7,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-11,-3,4, 0.01 , 0.99 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43908Alaska,43908AK,3/18/2020,Alaska,AK,6,406,412,0,3,72,75,0,-19,8,6,-12,-21,9,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-10,-2,5, 0.01 , 0.99 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43909Alaska,43909AK,3/19/2020,Alaska,AK,6,432,438,0,0,26,26,0,-26,4,15,-21,-25,10,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-9,-1,6, 0.01 , 0.99 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43910Alaska,43910AK,3/20/2020,Alaska,AK,12,686,698,0,6,254,260,0,-28,3,23,-24,-25,12,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-8,0,7, 0.02 , 0.98 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43911Alaska,43911AK,3/21/2020,Alaska,AK,14,758,772,0,2,72,74,0,-37,-1,1,-25,-20,8,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-7,1,8, 0.02 , 0.98 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43912Alaska,43912AK,3/22/2020,Alaska,AK,22,946,968,0,8,188,196,0,-30,-4,65,-30,-21,6,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-6,2,9, 0.02 , 0.98 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43913Alaska,43913AK,3/23/2020,Alaska,AK,22,946,968,0,0,0,0,0,-36,-11,23,-37,-35,14,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-5,3,10, 0.02 , 0.98 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43914Alaska,43914AK,3/24/2020,Alaska,AK,36,986,1022,0,14,40,54,0,-37,-12,17,-39,-39,16,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-4,4,11, 0.04 , 0.96 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43915Alaska,43915AK,3/25/2020,Alaska,AK,42,1649,1691,1,6,663,669,1,-40,-15,6,-42,-41,18,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-3,5,12, 0.02 , 0.98 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43916Alaska,43916AK,3/26/2020,Alaska,AK,59,1801,1860,1,17,152,169,0,-40,-13,31,-42,-42,17,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-2,6,13, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43917Alaska,43917AK,3/27/2020,Alaska,AK,69,2319,2388,1,10,518,528,0,-42,-15,2,-50,-40,19,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,-1,7,14, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43918Alaska,43918AK,3/28/2020,Alaska,AK,85,2836,2921,2,16,517,533,1,-47,-15,11,-50,-30,11,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,0,8,15, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43919Alaska,43919AK,3/29/2020,Alaska,AK,102,3232,3334,2,17,396,413,0,-48,-27,18,-55,-33,10,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,1,9,16, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43920Alaska,43920AK,3/30/2020,Alaska,AK,114,3540,3654,3,12,308,320,1,-40,-17,15,-49,-46,18,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,2,10,17, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43921Alaska,43921AK,3/31/2020,Alaska,AK,119,3594,3713,3,5,54,59,0,-37,-15,15,-45,-44,18,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,3,11,18, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43922Alaska,43922AK,4/1/2020,Alaska,AK,133,4470,4603,3,14,876,890,0,-35,-8,3,-43,-44,18,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,4,12,19, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43923Alaska,43923AK,4/2/2020,Alaska,AK,143,4879,5022,3,10,409,419,0,-42,-14,-3,-50,-45,19,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,5,13,20, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43924Alaska,43924AK,4/3/2020,Alaska,AK,157,5859,6016,3,14,980,994,0,-42,-14,2,-47,-43,20,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,6,14,21, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43925Alaska,43925AK,4/4/2020,Alaska,AK,171,5869,6040,5,14,10,24,2,-47,-14,21,-50,-32,12,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,7,15,22, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43926Alaska,43926AK,4/5/2020,Alaska,AK,185,6099,6284,6,14,230,244,1,-41,-17,29,-52,-32,9,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,8,16,23, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43927Alaska,43927AK,4/6/2020,Alaska,AK,191,6692,6883,6,6,593,599,0,-37,-15,1,-49,-44,17,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,9,17,24, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43928Alaska,43928AK,4/7/2020,Alaska,AK,213,6700,6913,6,22,8,30,0,-38,-16,1,-48,-44,18,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,10,18,25, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43929Alaska,43929AK,4/8/2020,Alaska,AK,226,6842,7068,7,13,142,155,1,-38,-14,7,-49,-44,18,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,11,19,26, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43930Alaska,43930AK,4/9/2020,Alaska,AK,235,6988,7223,7,9,146,155,0,-38,-12,19,-48,-44,18,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,12,20,27, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43931Alaska,43931AK,4/10/2020,Alaska,AK,246,7186,7432,7,11,198,209,0,-40,-10,28,-49,-44,19,734002,1.2863,6.1,5.8,5.6,-0.5,-0.2,34,3/28/2020,3/20/2020,3/13/2020,13,21,28, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43891Alabama,43891AL,3/1/2020,Alabama,AL,0,0,0,0,0,0,0,0,16,10,53,21,4,-2,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-34,-26,-16, -   , -   , -   ,Include,Less than 10 deaths,3/31/2020,-30
43892Alabama,43892AL,3/2/2020,Alabama,AL,0,0,0,0,0,0,0,0,8,4,-2,5,2,0,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-33,-25,-15, -   , -   , -   ,Include,Less than 10 deaths,3/31/2020,-29
43893Alabama,43893AL,3/3/2020,Alabama,AL,0,0,0,0,0,0,0,0,20,15,33,5,2,-1,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-32,-24,-14, -   , -   , -   ,Include,Less than 10 deaths,3/31/2020,-28
43894Alabama,43894AL,3/4/2020,Alabama,AL,0,0,0,0,0,0,0,0,7,0,-8,2,0,1,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-31,-23,-13, -   , -   , -   ,Include,Less than 10 deaths,3/31/2020,-27
43895Alabama,43895AL,3/5/2020,Alabama,AL,0,0,0,0,0,0,0,0,7,6,0,4,2,1,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-30,-22,-12, -   , -   , -   ,Include,Less than 10 deaths,3/31/2020,-26
43896Alabama,43896AL,3/6/2020,Alabama,AL,0,0,0,0,0,0,0,0,9,4,29,10,2,-1,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-29,-21,-11, -   , -   , -   ,Include,Less than 10 deaths,3/31/2020,-25
43897Alabama,43897AL,3/7/2020,Alabama,AL,0,0,0,0,0,0,0,0,12,8,63,18,7,-2,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-28,-20,-10, -   , -   , -   ,Include,Less than 10 deaths,3/31/2020,-24
43898Alabama,43898AL,3/8/2020,Alabama,AL,0,0,0,0,0,0,0,0,12,8,55,20,3,-1,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-27,-19,-9, -   , -   , -   ,Include,Less than 10 deaths,3/31/2020,-23
43899Alabama,43899AL,3/9/2020,Alabama,AL,0,0,0,0,0,0,0,0,10,8,45,9,2,-1,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-26,-18,-8, -   , -   , -   ,Include,Less than 10 deaths,3/31/2020,-22
43900Alabama,43900AL,3/10/2020,Alabama,AL,0,0,0,0,0,0,0,0,9,8,21,4,1,0,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-25,-17,-7, -   , -   , -   ,Include,Less than 10 deaths,3/31/2020,-21
43901Alabama,43901AL,3/11/2020,Alabama,AL,0,10,10,0,0,10,10,0,10,8,27,7,1,-1,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-24,-16,-6, -   , 1.00 , -   ,Include,Less than 10 deaths,3/31/2020,-20
43902Alabama,43902AL,3/12/2020,Alabama,AL,0,10,10,0,0,0,0,0,10,22,43,8,1,-1,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-23,-15,-5, -   , 1.00 , -   ,Include,Less than 10 deaths,3/31/2020,-19
43903Alabama,43903AL,3/13/2020,Alabama,AL,1,11,12,0,1,1,2,0,7,32,26,7,-2,0,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-22,-14,-4, 0.08 , 0.92 , -   ,Include,Less than 10 deaths,3/31/2020,-18
43904Alabama,43904AL,3/14/2020,Alabama,AL,6,22,28,0,5,11,16,0,1,28,55,12,4,0,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-21,-13,-3, 0.21 , 0.79 , -   ,Include,Less than 10 deaths,3/31/2020,-17
43905Alabama,43905AL,3/15/2020,Alabama,AL,12,28,40,0,6,6,12,0,-7,16,16,6,-4,2,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-20,-12,-2, 0.30 , 0.70 , -   ,Include,Less than 10 deaths,3/31/2020,-16
43906Alabama,43906AL,3/16/2020,Alabama,AL,28,28,56,0,16,0,16,0,-2,24,22,2,-10,4,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-19,-11,-1, 0.50 , 0.50 , -   ,Include,Less than 10 deaths,3/31/2020,-15
43907Alabama,43907AL,3/17/2020,Alabama,AL,36,28,64,0,8,0,8,0,-11,17,25,-1,-17,7,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-18,-10,0, 0.56 , 0.44 , -   ,Include,Less than 10 deaths,3/31/2020,-14
43908Alabama,43908AL,3/18/2020,Alabama,AL,46,28,74,0,10,0,10,0,-13,13,39,-3,-22,8,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-17,-9,1, 0.62 , 0.38 , -   ,Include,Less than 10 deaths,3/31/2020,-13
43909Alabama,43909AL,3/19/2020,Alabama,AL,68,28,96,0,22,0,22,0,-20,15,27,-8,-25,10,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-16,-8,2, 0.71 , 0.29 , -   ,Include,Less than 10 deaths,3/31/2020,-12
43910Alabama,43910AL,3/20/2020,Alabama,AL,81,28,109,0,13,0,13,0,-27,10,7,-14,-29,14,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-15,-7,3, 0.74 , 0.26 , -   ,Include,Less than 10 deaths,3/31/2020,-11
43911Alabama,43911AL,3/21/2020,Alabama,AL,124,28,152,0,43,0,43,0,-35,5,10,-13,-16,8,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-14,-6,4, 0.82 , 0.18 , -   ,Include,Less than 10 deaths,3/31/2020,-10
43912Alabama,43912AL,3/22/2020,Alabama,AL,138,1464,1602,0,14,1436,1450,0,-40,-7,2,-22,-27,9,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-13,-5,5, 0.09 , 0.91 , -   ,Include,Less than 10 deaths,3/31/2020,-9
43913Alabama,43913AL,3/23/2020,Alabama,AL,167,1665,1832,0,29,201,230,0,-33,-6,-11,-22,-33,14,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-12,-4,6, 0.09 , 0.91 , -   ,Include,Less than 10 deaths,3/31/2020,-8
43914Alabama,43914AL,3/24/2020,Alabama,AL,215,2106,2321,0,48,441,489,0,-32,-5,4,-18,-34,15,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-11,-3,7, 0.09 , 0.91 , -   ,Include,Less than 10 deaths,3/31/2020,-7
43915Alabama,43915AL,3/25/2020,Alabama,AL,283,2529,2812,0,68,423,491,0,-28,-4,36,-15,-36,13,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-10,-2,8, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,3/31/2020,-6
43916Alabama,43916AL,3/26/2020,Alabama,AL,506,3593,4099,1,223,1064,1287,1,-30,-3,32,-19,-36,14,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-9,-1,9, 0.12 , 0.88 , 0.00 ,Include,Less than 10 deaths,3/31/2020,-5
43917Alabama,43917AL,3/27/2020,Alabama,AL,587,4184,4771,3,81,591,672,2,-30,-2,30,-24,-37,16,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-8,0,10, 0.12 , 0.88 , 0.00 ,Include,Less than 10 deaths,3/31/2020,-4
43918Alabama,43918AL,3/28/2020,Alabama,AL,696,4184,4880,3,109,0,109,0,-36,-2,22,-25,-22,9,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-7,1,11, 0.14 , 0.86 , 0.00 ,Include,Less than 10 deaths,3/31/2020,-3
43919Alabama,43919AL,3/29/2020,Alabama,AL,806,4184,4990,4,110,0,110,1,-41,-13,19,-30,-32,9,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-6,2,12, 0.16 , 0.84 , 0.00 ,Include,Less than 10 deaths,3/31/2020,-2
43920Alabama,43920AL,3/30/2020,Alabama,AL,859,5694,6553,6,53,1510,1563,2,-33,-10,10,-25,-38,14,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-5,3,13, 0.13 , 0.87 , 0.00 ,Include,Less than 10 deaths,3/31/2020,-1
43921Alabama,43921AL,3/31/2020,Alabama,AL,981,6298,7279,13,122,604,726,7,-36,-11,-23,-26,-40,17,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-4,4,14, 0.13 , 0.87 , 0.00 ,Include,10 or more deaths,3/31/2020,0
43922Alabama,43922AL,4/1/2020,Alabama,AL,1077,6697,7774,26,96,399,495,13,-25,5,19,-20,-39,14,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-3,5,15, 0.14 , 0.86 , 0.00 ,Include,10 or more deaths,3/31/2020,1
43923Alabama,43923AL,4/2/2020,Alabama,AL,1233,7503,8736,32,156,806,962,6,-32,3,12,-25,-39,16,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-2,6,16, 0.14 , 0.86 , 0.00 ,Include,10 or more deaths,3/31/2020,2
43924Alabama,43924AL,4/3/2020,Alabama,AL,1432,8187,9619,35,199,684,883,3,-29,12,17,-29,-40,16,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,-1,7,17, 0.15 , 0.85 , 0.00 ,Include,10 or more deaths,3/31/2020,3
43925Alabama,43925AL,4/4/2020,Alabama,AL,1580,9273,10853,43,148,1086,1234,8,-41,8,4,-33,-26,11,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,0,8,18, 0.15 , 0.85 , 0.00 ,Include,10 or more deaths,3/31/2020,4
43926Alabama,43926AL,4/5/2020,Alabama,AL,1796,11282,13078,45,216,2009,2225,2,-50,-18,-1,-40,-36,12,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,1,9,19, 0.14 , 0.86 , 0.00 ,Include,10 or more deaths,3/31/2020,5
43927Alabama,43927AL,4/6/2020,Alabama,AL,1968,12797,14765,50,172,1515,1687,5,-37,-10,3,-29,-41,16,4908621,96.9221,3,2.7,3.5,0.5,0.8,38.9,4/4/2020,3/27/2020,3/17/2020,2,10,20, 0.13 , 0.87 , 0.00 ,Include,10 or more deaths,3/31/2020,6
