Date&StateName,Date&StateAbbr,Date,StateName,StateAbbr,PositiveTestCumm,NegativeTestCumm,TestAdminCumm,DeathsCumm,NewPosTest,NewNegTest,NewTestAdmin,NewDeaths,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Pop2020,density_p sq mi,UnemplRate2019,UnemplRateFeb2020,UnemplRateMar2020,UnemplMarvs19,UnemplMarvsFeb,MedianAge,StayAtHome_EffDate,NonEssBizClosure_EffDate,SchoolClosure_EffDate,StayAtHome_DaysSinceEff,NonEssBizClosure_DaysSinceEff,SchoolClosure_DaysSinceEff, PositiveTestCummPCT_ofTestAdmin , NegativeTestCummPCT_ofTestAdmin , DeathsCummPCT_ofTestAdmin , StatesLessThan10Deaths , DeathsLessMore10 ,DateReached10Deaths,DaysSince10DeathsCumm
43919Rhode Island,43919RI,3/29/2020,Rhode Island,RI,294,2840,3134,3,55,299,354,3,-55,-30,-50,-67,-37,14,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,1,-1,11, 0.09 , 0.91 , 0.00 ,Include,Less than 10 deaths,4/1/2020,-3
43920Rhode Island,43920RI,3/30/2020,Rhode Island,RI,402,3187,3589,4,108,347,455,1,-45,-22,5,-62,-47,20,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,2,0,12, 0.11 , 0.89 , 0.00 ,Include,Less than 10 deaths,4/1/2020,-2
43921Rhode Island,43921RI,3/31/2020,Rhode Island,RI,489,3476,3965,8,87,289,376,4,-41,-19,64,-57,-49,21,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,3,1,13, 0.12 , 0.88 , 0.00 ,Include,Less than 10 deaths,4/1/2020,-1
43922Rhode Island,43922RI,4/1/2020,Rhode Island,RI,566,3831,4397,10,77,355,432,2,-41,-12,12,-58,-49,21,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,4,2,14, 0.13 , 0.87 , 0.00 ,Include,10 or more deaths,4/1/2020,0
43923Rhode Island,43923RI,4/2/2020,Rhode Island,RI,657,4412,5069,12,91,581,672,2,-44,-14,-5,-62,-50,22,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,5,3,15, 0.13 , 0.87 , 0.00 ,Include,10 or more deaths,4/1/2020,1
43924Rhode Island,43924RI,4/3/2020,Rhode Island,RI,709,4857,5566,14,52,445,497,2,-49,-16,-49,-64,-50,26,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,6,4,16, 0.13 , 0.87 , 0.00 ,Include,10 or more deaths,4/1/2020,2
43925Rhode Island,43925RI,4/4/2020,Rhode Island,RI,806,5584,6390,17,97,727,824,3,-50,-16,22,-58,-38,15,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,7,5,17, 0.13 , 0.87 , 0.00 ,Include,10 or more deaths,4/1/2020,3
43926Rhode Island,43926RI,4/5/2020,Rhode Island,RI,922,6259,7181,25,116,675,791,8,-50,-25,4,-59,-37,13,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,8,6,18, 0.13 , 0.87 , 0.00 ,Include,10 or more deaths,4/1/2020,4
43927Rhode Island,43927RI,4/6/2020,Rhode Island,RI,1082,7399,8481,27,160,1140,1300,2,-39,-17,79,-58,-50,19,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,9,7,19, 0.13 , 0.87 , 0.00 ,Include,10 or more deaths,4/1/2020,5
43928Rhode Island,43928RI,4/7/2020,Rhode Island,RI,1230,9077,10307,30,148,1678,1826,3,-40,-17,65,-60,-52,21,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,10,8,20, 0.12 , 0.88 , 0.00 ,Include,10 or more deaths,4/1/2020,6
43929Rhode Island,43929RI,4/8/2020,Rhode Island,RI,1450,10682,12132,35,220,1605,1825,5,-46,-19,-15,-64,-53,23,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,11,9,21, 0.12 , 0.88 , 0.00 ,Include,10 or more deaths,4/1/2020,7
43930Rhode Island,43930RI,4/9/2020,Rhode Island,RI,1727,10682,12409,43,277,0,277,8,-49,-22,-30,-68,-54,24,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,12,10,22, 0.14 , 0.86 , 0.00 ,Include,10 or more deaths,4/1/2020,8
43931Rhode Island,43931RI,4/10/2020,Rhode Island,RI,2015,12281,14296,49,288,1599,1887,6,-44,-10,-10,-63,-54,25,1056161,1021.4323,3.6,3.4,4.6,1,1.2,39.9,3/28/2020,3/30/2020,3/18/2020,13,11,23, 0.14 , 0.86 , 0.00 ,Include,10 or more deaths,4/1/2020,9
43891South Carolina,43891SC,3/1/2020,South Carolina,SC,0,0,0,0,0,0,0,0,16,8,25,25,3,-2,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-37,-30,-14, -   , -   , -   ,Include,Less than 10 deaths,3/28/2020,-27
43892South Carolina,43892SC,3/2/2020,South Carolina,SC,0,0,0,0,0,0,0,0,10,6,20,8,4,-1,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-36,-29,-13, -   , -   , -   ,Include,Less than 10 deaths,3/28/2020,-26
43893South Carolina,43893SC,3/3/2020,South Carolina,SC,0,0,0,0,0,0,0,0,10,8,3,4,2,0,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-35,-28,-12, -   , -   , -   ,Include,Less than 10 deaths,3/28/2020,-25
43894South Carolina,43894SC,3/4/2020,South Carolina,SC,0,5,5,0,0,5,5,0,7,3,-11,5,1,1,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-34,-27,-11, -   , 1.00 , -   ,Include,Less than 10 deaths,3/28/2020,-24
43895South Carolina,43895SC,3/5/2020,South Carolina,SC,0,5,5,0,0,0,0,0,2,-2,-25,2,-1,3,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-33,-26,-10, -   , 1.00 , -   ,Include,Less than 10 deaths,3/28/2020,-23
43896South Carolina,43896SC,3/6/2020,South Carolina,SC,0,5,5,0,0,0,0,0,9,5,21,12,2,-2,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-32,-25,-9, -   , 1.00 , -   ,Include,Less than 10 deaths,3/28/2020,-22
43897South Carolina,43897SC,3/7/2020,South Carolina,SC,2,8,10,0,2,3,5,0,11,7,53,18,3,-2,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-31,-24,-8, 0.20 , 0.80 , -   ,Include,Less than 10 deaths,3/28/2020,-21
43898South Carolina,43898SC,3/8/2020,South Carolina,SC,2,8,10,0,0,0,0,0,12,7,38,24,2,-1,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-30,-23,-7, 0.20 , 0.80 , -   ,Include,Less than 10 deaths,3/28/2020,-20
43899South Carolina,43899SC,3/9/2020,South Carolina,SC,7,24,31,0,5,16,21,0,9,8,53,7,2,-1,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-29,-22,-6, 0.23 , 0.77 , -   ,Include,Less than 10 deaths,3/28/2020,-19
43900South Carolina,43900SC,3/10/2020,South Carolina,SC,7,24,31,0,0,0,0,0,9,9,34,8,1,0,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-28,-21,-5, 0.23 , 0.77 , -   ,Include,Less than 10 deaths,3/28/2020,-18
43901South Carolina,43901SC,3/11/2020,South Carolina,SC,9,32,41,0,2,8,10,0,10,7,43,10,1,-1,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-27,-20,-4, 0.22 , 0.78 , -   ,Include,Less than 10 deaths,3/28/2020,-17
43902South Carolina,43902SC,3/12/2020,South Carolina,SC,10,48,58,0,1,16,17,0,11,15,43,11,0,-1,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-26,-19,-3, 0.17 , 0.83 , -   ,Include,Less than 10 deaths,3/28/2020,-16
43903South Carolina,43903SC,3/13/2020,South Carolina,SC,12,75,87,0,2,27,29,0,8,22,41,10,-2,-1,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-25,-18,-2, 0.14 , 0.86 , -   ,Include,Less than 10 deaths,3/28/2020,-15
43904South Carolina,43904SC,3/14/2020,South Carolina,SC,13,110,123,0,1,35,36,0,4,18,64,10,1,0,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-24,-17,-1, 0.11 , 0.89 , -   ,Include,Less than 10 deaths,3/28/2020,-14
43905South Carolina,43905SC,3/15/2020,South Carolina,SC,19,154,173,0,6,44,50,0,2,23,15,16,-3,1,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-23,-16,0, 0.11 , 0.89 , -   ,Include,Less than 10 deaths,3/28/2020,-13
43906South Carolina,43906SC,3/16/2020,South Carolina,SC,28,235,263,1,9,81,90,1,-1,24,13,-1,-10,4,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-22,-15,1, 0.11 , 0.89 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-12
43907South Carolina,43907SC,3/17/2020,South Carolina,SC,33,311,344,1,5,76,81,0,-8,17,6,-2,-15,7,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-21,-14,2, 0.10 , 0.90 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-11
43908South Carolina,43908SC,3/18/2020,South Carolina,SC,60,583,643,1,27,272,299,0,-19,11,10,-4,-21,9,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-20,-13,3, 0.09 , 0.91 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-10
43909South Carolina,43909SC,3/19/2020,South Carolina,SC,60,583,643,1,0,0,0,0,-22,10,32,-9,-23,10,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-19,-12,4, 0.09 , 0.91 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-9
43910South Carolina,43910SC,3/20/2020,South Carolina,SC,81,833,914,1,21,250,271,0,-25,10,31,-13,-26,10,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-18,-11,5, 0.09 , 0.91 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-8
43911South Carolina,43911SC,3/21/2020,South Carolina,SC,152,1255,1407,1,71,422,493,0,-32,4,39,-16,-17,7,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-17,-10,6, 0.11 , 0.89 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-7
43912South Carolina,43912SC,3/22/2020,South Carolina,SC,195,1466,1661,3,43,211,254,2,-39,-9,-22,-23,-28,9,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-16,-9,7, 0.12 , 0.88 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-6
43913South Carolina,43913SC,3/23/2020,South Carolina,SC,298,1466,1764,5,103,0,103,2,-34,-7,-21,-25,-30,13,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-15,-8,8, 0.17 , 0.83 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-5
43914South Carolina,43914SC,3/24/2020,South Carolina,SC,298,2012,2310,5,0,546,546,0,-36,-9,-28,-23,-33,16,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-14,-7,9, 0.13 , 0.87 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-4
43915South Carolina,43915SC,3/25/2020,South Carolina,SC,424,2303,2727,7,126,291,417,2,-30,-5,-2,-21,-34,14,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-13,-6,10, 0.16 , 0.84 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-3
43916South Carolina,43916SC,3/26/2020,South Carolina,SC,456,2307,2763,9,32,4,36,2,-31,-6,-5,-24,-35,15,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-12,-5,11, 0.17 , 0.83 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-2
43917South Carolina,43917SC,3/27/2020,South Carolina,SC,456,2307,2763,9,0,0,0,0,-32,-6,6,-27,-35,14,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-11,-4,12, 0.17 , 0.83 , 0.00 ,Include,Less than 10 deaths,3/28/2020,-1
43918South Carolina,43918SC,3/28/2020,South Carolina,SC,539,2408,2947,13,83,101,184,4,-35,-4,12,-32,-25,9,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-10,-3,13, 0.18 , 0.82 , 0.00 ,Include,10 or more deaths,3/28/2020,0
43919South Carolina,43919SC,3/29/2020,South Carolina,SC,774,3015,3789,16,235,607,842,3,-38,-11,-4,-34,-34,9,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-9,-2,14, 0.20 , 0.80 , 0.00 ,Include,10 or more deaths,3/28/2020,1
43920South Carolina,43920SC,3/30/2020,South Carolina,SC,925,4160,5085,18,151,1145,1296,2,-30,-8,-1,-30,-36,13,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-8,-1,15, 0.18 , 0.82 , 0.00 ,Include,10 or more deaths,3/28/2020,2
43921South Carolina,43921SC,3/31/2020,South Carolina,SC,1083,4616,5699,22,158,456,614,4,-32,-6,-30,-27,-39,16,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-7,0,16, 0.19 , 0.81 , 0.00 ,Include,10 or more deaths,3/28/2020,3
43922South Carolina,43922SC,4/1/2020,South Carolina,SC,1293,5033,6326,26,210,417,627,4,-30,-3,-26,-26,-40,15,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-6,1,17, 0.20 , 0.80 , 0.00 ,Include,10 or more deaths,3/28/2020,4
43923South Carolina,43923SC,4/2/2020,South Carolina,SC,1554,5441,6995,31,261,408,669,5,-33,-4,-20,-29,-41,16,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-5,2,18, 0.22 , 0.78 , 0.00 ,Include,10 or more deaths,3/28/2020,5
43924South Carolina,43924SC,4/3/2020,South Carolina,SC,1554,5441,6995,31,0,0,0,0,-32,-1,-18,-33,-41,15,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-4,3,19, 0.22 , 0.78 , 0.00 ,Include,10 or more deaths,3/28/2020,6
43925South Carolina,43925SC,4/4/2020,South Carolina,SC,1917,16397,18314,40,363,10956,11319,9,-40,-5,-22,-39,-31,11,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-3,4,20, 0.10 , 0.90 , 0.00 ,Include,10 or more deaths,3/28/2020,7
43926South Carolina,43926SC,4/5/2020,South Carolina,SC,2049,16927,18976,44,132,530,662,4,-42,-11,-24,-41,-38,10,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-2,5,21, 0.11 , 0.89 , 0.00 ,Include,10 or more deaths,3/28/2020,8
43927South Carolina,43927SC,4/6/2020,South Carolina,SC,2049,16927,18976,44,0,0,0,0,-33,-5,-11,-33,-41,15,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,-1,6,22, 0.11 , 0.89 , 0.00 ,Include,10 or more deaths,3/28/2020,9
43928South Carolina,43928SC,4/7/2020,South Carolina,SC,2417,21263,23680,51,368,4336,4704,7,-36,-3,-21,-31,-43,17,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,0,7,23, 0.10 , 0.90 , 0.00 ,Include,10 or more deaths,3/28/2020,10
43929South Carolina,43929SC,4/8/2020,South Carolina,SC,2552,22082,24634,63,135,819,954,12,-41,-12,-26,-30,-45,17,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,1,8,24, 0.10 , 0.90 , 0.00 ,Include,10 or more deaths,3/28/2020,11
43930South Carolina,43930SC,4/9/2020,South Carolina,SC,2792,24575,27367,67,240,2493,2733,4,-38,-8,-22,-32,-45,18,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,2,9,25, 0.10 , 0.90 , 0.00 ,Include,10 or more deaths,3/28/2020,12
43931South Carolina,43931SC,4/10/2020,South Carolina,SC,3065,25118,28183,72,273,543,816,5,-37,-5,-26,-40,-52,19,5210095,173.3174,2.8,2.5,2.6,-0.2,0.1,39.2,4/7/2020,3/31/2020,3/15/2020,3,10,26, 0.11 , 0.89 , 0.00 ,Include,10 or more deaths,3/28/2020,13
43891South Dakota,43891SD,3/1/2020,South Dakota,SD,0,0,0,0,0,0,0,0,19,21,16,11,5,-2,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-41,-41,-12, -   , -   , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43892South Dakota,43892SD,3/2/2020,South Dakota,SD,0,0,0,0,0,0,0,0,6,11,12,8,5,-1,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-40,-40,-11, -   , -   , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43893South Dakota,43893SD,3/3/2020,South Dakota,SD,0,0,0,0,0,0,0,0,8,11,18,9,2,-1,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-39,-39,-10, -   , -   , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43894South Dakota,43894SD,3/4/2020,South Dakota,SD,0,0,0,0,0,0,0,0,8,10,31,11,2,-1,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-38,-38,-9, -   , -   , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43895South Dakota,43895SD,3/5/2020,South Dakota,SD,0,0,0,0,0,0,0,0,5,5,15,10,2,0,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-37,-37,-8, -   , -   , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43896South Dakota,43896SD,3/6/2020,South Dakota,SD,0,0,0,0,0,0,0,0,10,11,36,13,5,-1,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-36,-36,-7, -   , -   , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43897South Dakota,43897SD,3/7/2020,South Dakota,SD,0,5,5,0,0,5,5,0,13,15,68,15,2,-2,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-35,-35,-6, -   , 1.00 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43898South Dakota,43898SD,3/8/2020,South Dakota,SD,0,5,5,0,0,0,0,0,18,18,83,10,2,-2,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-34,-34,-5, -   , 1.00 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43899South Dakota,43899SD,3/9/2020,South Dakota,SD,0,5,5,0,0,0,0,0,6,9,24,6,2,0,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-33,-33,-4, -   , 1.00 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43900South Dakota,43900SD,3/10/2020,South Dakota,SD,0,11,11,0,0,6,6,0,9,20,22,10,0,-1,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-32,-32,-3, -   , 1.00 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43901South Dakota,43901SD,3/11/2020,South Dakota,SD,5,13,18,0,5,2,7,0,7,25,50,10,0,-1,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-31,-31,-2, 0.28 , 0.72 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43902South Dakota,43902SD,3/12/2020,South Dakota,SD,8,27,35,0,3,14,17,0,3,25,14,8,-3,1,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-30,-30,-1, 0.23 , 0.77 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43903South Dakota,43903SD,3/13/2020,South Dakota,SD,9,73,82,0,1,46,47,0,1,36,12,4,-1,3,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-29,-29,0, 0.11 , 0.89 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43904South Dakota,43904SD,3/14/2020,South Dakota,SD,9,182,191,0,0,109,109,0,-21,7,-41,-16,-6,8,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-28,-28,1, 0.05 , 0.95 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43905South Dakota,43905SD,3/15/2020,South Dakota,SD,9,327,336,0,0,145,145,0,-8,12,1,-4,-6,4,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-27,-27,2, 0.03 , 0.97 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43906South Dakota,43906SD,3/16/2020,South Dakota,SD,10,494,504,0,1,167,168,0,-7,21,2,-5,-15,7,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-26,-26,3, 0.02 , 0.98 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43907South Dakota,43907SD,3/17/2020,South Dakota,SD,11,551,562,0,1,57,58,0,-8,22,32,1,-19,8,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-25,-25,4, 0.02 , 0.98 , -   ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43908South Dakota,43908SD,3/18/2020,South Dakota,SD,11,551,562,1,0,0,0,1,-14,18,22,0,-21,9,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-24,-24,5, 0.02 , 0.98 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43909South Dakota,43909SD,3/19/2020,South Dakota,SD,11,551,562,1,0,0,0,0,-29,4,-22,-21,-25,14,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-23,-23,6, 0.02 , 0.98 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43910South Dakota,43910SD,3/20/2020,South Dakota,SD,14,663,677,1,3,112,115,0,-26,8,-8,-16,-23,15,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-22,-22,7, 0.02 , 0.98 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43911South Dakota,43911SD,3/21/2020,South Dakota,SD,14,691,705,1,0,28,28,0,-33,7,0,-19,-13,10,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-21,-21,8, 0.02 , 0.98 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43912South Dakota,43912SD,3/22/2020,South Dakota,SD,21,740,761,1,7,49,56,0,-31,2,35,-23,-18,7,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-20,-20,9, 0.03 , 0.97 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43913South Dakota,43913SD,3/23/2020,South Dakota,SD,28,762,790,1,7,22,29,0,-23,6,47,-17,-23,11,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-19,-19,10, 0.04 , 0.96 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43914South Dakota,43914SD,3/24/2020,South Dakota,SD,30,790,820,1,2,28,30,0,-28,4,49,-12,-27,13,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-18,-18,11, 0.04 , 0.96 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
43915South Dakota,43915SD,3/25/2020,South Dakota,SD,41,819,860,1,11,29,40,0,-35,-3,-11,-23,-30,16,903027,11.9116,3.3,3.3,3.3,0,0,36.8,4/11/2020,4/11/2020,3/13/2020,-17,-17,12, 0.05 , 0.95 , 0.00 ,Exclude less than 10 Deaths,Less than 10 deaths,Exclude less than 10 Deaths,Exclude less than 10 Deaths
